Ethnic Code,Name,Weight
1,Elvin,200
1,Elvis,300
1,Elwin,1
1,Elwood,200
1,Emanuel,1
1,Emerson,200
1,Emery,200
1,Emil,1
1,Emile,1
1,Emilio,1
1,Emmanuel,1
1,Emmery,1
1,Emmet,1
1,Emmett,200
1,Emmitt,1
1,Emmott,1
1,Emory,200
1,Ennis,1
1,Enos,1
1,Enrico,1
1,Enrique,1
1,Ephraim,1
1,Erhard,1
1,Eric,5700
1,Erich,1
1,Erick,1
1,Erik,800
1,Erin,1
1,Eriq,1
1,Ernest,1500
1,Ernie,700
1,Eros,1
1,Errick,1
1,Errol,200
1,Erroll,1
1,Ervin,1
1,Erwin,200
1,Esmond,1
1,Esra,1
1,Ethan,400
1,Etienne,1
1,Eugene,1500
1,Evan,550
1,Everet,1
1,Everett,200
1,Everette,1
1,Everley,1
1,Evin,1
1,Evyn,1
1,Ewan,1
1,Ewing,1
1,Ezra,200
1,Faber,1
1,Fabian,1
1,Falkner,1
1,Fallon,1
1,Farleigh,1
1,Farley,1
1,Farrel,1
1,Farrell,1
1,Farris,1
1,Farriss,1
1,Faulkner,1
1,Faust,1
1,Felipe,1
1,Felix,1
1,Felton,1
1,Fenton,1
1,Fenwick,1
1,Ferdinand,1
1,Fergus,1
1,Ferguson,1
1,Feris,1
1,Fernleigh,1
1,Fernley,1
1,Ferran,1
1,Ferrand,1
1,Ferrer,1
1,Ferris,1
1,Fielding,1
1,Filip,1
1,Finian,1
1,Finlay,1
1,Finley,1
1,Finn,1
1,Finnegan,1
1,Fionn,1
1,Fisk,1
1,Fitch,1
1,Fitz,1
1,Fitzgerald,1
1,Flannan,1
1,Flannery,1
1,Fleming,1
1,Fletch,1
1,Fletcher,250
1,Flinn,1
1,Flint,300
1,Floyd,850
1,Flynn,300
1,Fonz,1
1,Fonzie,1
1,Forbes,1
1,Ford,1
1,Forest,200
1,Forester,1
1,Forrest,400
1,Forrester,1
1,Forster,1
1,Foster,200
1,Fox,1
1,Foxx,1
1,Fran,1
1,Frances,1
1,Francis,400
1,Frank,2550
1,Frankie,1
1,Franklin,350
1,Franklyn,1
1,Franky,1
1,Frans,1
1,Franz,1
1,Fraser,200
1,Frasier,1
1,Fred,2400
1,Freddie,200
1,Freddy,200
1,Frederic,1
1,Frederick,250
1,Fredric,1
1,Fredrick,1
1,Freeman,1
1,Fritz,1
1,Fuller,1
1,Fulton,1
1,Furnell,1
1,Gabby,1
1,Gabe,250
1,Gabriel,400
1,Gage,1
1,Gail,1
1,Galen,1
1,Galvin,1
1,Gannon,1
1,Gareth,1
1,Garett,1
1,Garey,1
1,Garfield,1
1,Garin,1
1,Garland,200
1,Garman,1
1,Garmond,1
1,Garner,1
1,Garnet,1
1,Garrek,1
1,Garret,1
1,Garrett,400
1,Garrick,1
1,Garridan,1
1,Garrison,1
1,Garron,1
1,Garrott,1
1,Garry,400
1,Garth,200
1,Garton,1
1,Garvey,1
1,Garvin,1
1,Garvy,1
1,Garwood,1
1,Gary,3100
1,Gaspar,1
1,Gaston,1
1,Gates,1
1,Gavan,1
1,Gaven,1
1,Gavin,200
1,Gayle,1
1,Gaylord,1
1,Geary,1
1,Gene,800
1,Gentry,1
1,Geoff,400
1,Geoffrey,400
1,Geoffry,1
1,Geordi,1
1,Geordie,1
1,George,5350
1,Georgie,1
1,Gerald,1900
1,Geraldo,1
1,Gerard,300
1,Germain,1
1,Germaine,1
1,German,1
1,Gerome,1
1,Gerry,1
1,Gianni,1
1,Gib,1
1,Gibson,1
1,Giff,1
1,Gifford,1
1,Gil,750
1,Gilbert,400
1,Gilby,1
1,Giles,1
1,Gilford,1
1,Gill,1
1,Gilles,1
1,Gilroy,1
1,Gino,1
1,Giovanni,1
1,Giraldo,1
1,Girard,1
1,Giulio,1
1,Giuseppe,1
1,Glen,550
1,Glenden,1
1,Glendon,1
1,Glenn,1750
1,Glover,1
1,Glyn,1
1,Glynn,1
1,Godfrey,1
1,Godwin,1
1,Gomer,1
1,Gookie,1
1,Gord,1
1,Gorddy,1
1,Gordie,1
1,Gordon,600
1,Gordy,1
1,Gore,1
1,Gorman,1
1,Grady,250
1,Graehme,1
1,Graeme,1
1,Graham,250
1,Graig,1
1,Granger,1
1,Grant,400
1,Grantham,1
1,Grayson,1
1,Greg,4400
1,Gregg,550
1,Gregory,500
1,Greyson,1
1,Griffin,1
1,Griffith,1
1,Griswold,1
1,Grover,1
1,Gryffyn,1
1,Guillaume,1
1,Gunnar,200
1,Gunner,200
1,Gunther,1
1,Gus,350
1,Guss,1
1,Guthrie,1
1,Guy,450
1,Hackett,1
1,Haden,200
1,Hadley,1
1,Hailey,1
1,Haines,1
1,Hal,200
1,Hale,1
1,Haley,1
1,Hall,1
1,Hamilton,200
1,Hamlin,1
1,Hampton,1
1,Hanford,1
1,Hank,250
1,Hans,1
1,Hanson,1
1,Harald,1
1,Harden,1
1,Harding,1
1,Harlan,200
1,Harley,200
1,Harman,1
1,Harmon,1
1,Harold,300
1,Harper,1
1,Harris,200
1,Harrison,200
1,Harry,1750
1,Hart,1
1,Hartley,1
1,Harvey,650
1,Harwood,1
1,Haslett,1
1,Hastings,1
1,Hayden,200
1,Hayes,1
1,Hayward,1
1,Haywood,200
1,Hearst,1
1,Heath,200
1,Heathcliff,1
1,Hector,1
1,Henderson,1
1,Hendrick,1
1,Hendy,1
1,Henley,1
1,Henning,1
1,Henri,1
1,Henrick,1
1,Henrik,1
1,Henry,2400
1,Herb,350
1,Herbert,1
1,Herman,350
1,Herold,1
1,Herrick,1
1,Herschel,1
1,Hershel,1
1,Herst,1
1,Hervey,1
1,Hewett,1
1,Hewie,1
1,Heyward,1
1,Hillel,1
1,Hilton,200
1,Hirsh,1
1,Hobart,1
1,Hobert,1
1,Hogan,1
1,Holbrook,1
1,Holden,200
1,Hollis,200
1,Holman,1
1,Holmes,1
1,Holt,1
1,Homer,300
1,Horace,250
1,Horton,1
1,Houston,1
1,Howard,2350
1,Howe,1
1,Howell,1
1,Howie,1
1,Howy,1
1,Hoyt,200
1,Hubert,300
1,Hubey,1
1,Hudson,1
1,Huey,1
1,Hugh,500
1,Hugo,1
1,Humbert,1
1,Humphrey,1
1,Hunt,1
1,Hunter,450
1,Huntley,1
1,Hurst,1
1,Hutton,1
1,Hyatt,1
1,Hyde,1
1,Ian,350
1,Iggy,1
1,Ike,1
1,Ilias,1
1,Immanuel,1
1,Ingram,1
1,Innes,1
1,Innis,1
1,Ira,250
1,Irv,1
1,Irvin,1
1,Irving,250
1,Irwin,200
1,Isaac,200
1,Isiah,1
1,Israel,1
1,Ivan,1
1,Ives,1
1,Izaak,1
1,Izzy,1
1,J.C.,1
1,J.D.,1
1,J.J.,300
1,J.M.,1
1,J.R.,200
1,J.T.,1
1,Jack,4850
1,Jackie,1
1,Jackson,200
1,Jacob,1500
1,Jaime,1
1,Jaimie,1
1,Jake,1800
1,Jakob,1
1,Jalen,1
1,Jamal,250
1,James,3450
1,Jameson,1
1,Jamey,1
1,Jamie,550
1,Jamieson,1
1,Jamison,1
1,Jan,1
1,Jared,850
1,Jarred,250
1,Jarret,1
1,Jarrett,1
1,Jarrod,200
1,Jarvis,1
1,Jason,7200
1,Jasper,200
1,Jay,650
1,Jayce,1
1,Jaye,1
1,Jayme,1
1,Jaymes,1
1,Jaymie,1
1,Jayson,250
1,Jean,1
1,Jed,300
1,Jedd,1
1,Jeff,7800
1,Jefferey,1
1,Jefferson,1
1,Jeffery,1100
1,Jeffrey,1800
1,Jeffry,1
1,Jenkins,1
1,Jens,1
1,Jensen,1
1,Jerald,1
1,Jeramey,1
1,Jeramy,1
1,Jered,1
1,Jeremiah,450
1,Jeremias,1
1,Jeremy,2600
1,Jericho,1
1,Jermaine,250
1,Jerold,1
1,Jerome,550
1,Jeromy,1
1,Jerrard,1
1,Jerrie,1
1,Jerrod,1
1,Jerrold,1
1,Jerrome,1
1,Jerry,2900
1,Jess,1
1,Jesse,1950
1,Jessey,1
1,Jessie,400
1,Jim,8500
1,Jimmie,50
1,Jimmy,2000
1,Jo,1
1,Joachim,1
1,Jocelin,1
1,Jock,1
1,Jody,350
1,Joe,11150
1,Joel,600
1,Joey,800
1,Johan,1
1,Johann,1
1,Johannes,1
1,John,17750
1,John-Michael,1
1,John-Paul,1
1,Johnathan,250
1,Johnathon,1
1,Johnnie,1
1,Johnny,1950
1,Jojo,1
1,Jon,3250
1,Jonah,200
1,Jonas,1
1,Jonathan,2200
1,Jonathon,250
1,Jonny,1
1,Jordan,250
1,Jordin,1
1,Jordon,1
1,Jordy,1
1,Jorgan,1
1,Jorgen,1
1,Jory,1
1,Josef,1
1,Joseph,1650
1,Josh,2700
1,Joshua,300
1,Josiah,1
1,Joss,1
1,Jozef,1
1,Jud,250
1,Judah,1
1,Judd,200
1,Jude,200
1,Judson,1
1,Jule,1
1,Jules,1
1,Julian,200
1,Julius,250
1,Junior,350
1,Jurgen,1
1,Justen,1
1,Justin,2200
1,Justus,1
1,Justyn,1
1,K.C.,1
1,K.J.,1
1,Kade,200
1,Kain,1
1,Kal,1
1,Kale,1
1,Kaleb,1
1,Kalvin,1
1,Kane,250
1,Karl,550
1,Karol,1
1,Karsten,1
1,Kasey,1
1,Kasper,1
1,Kay,1
1,Keagan,1
1,Kean,1
1,Keane,1
1,Kearney,1
1,Keary,1
1,Keaton,1
1,Keefe,1
1,Keegan,1
1,Keeley,1
1,Keenan,1
1,Keeran,1
1,Keiran,1
1,Keith,2950
1,Kel,300
1,Kellen,1
1,Keller,1
1,Kelley,1
1,Kelly,800
1,Kelsey,200
1,Kelso,1
1,Kelton,1
1,Kelvin,250
1,Ken,6950
1,Kendall,1
1,Kendell,1
1,Kendrick,200
1,Keneth,1
1,Kenn,1
1,Kennedy,1
1,Kenneth,400
1,Kenney,1
1,Kennith,1
1,Kenny,1900
1,Kenrich,1
1,Kenrick,1
1,Kent,1550
1,Kenton,1
1,Kenver,1
1,Kenyon,1
1,Kenzie,1
1,Kerby,1
1,Kermit,1
1,Kerr,1
1,Kerri,1
1,Kerry,200
1,Kev,1
1,Keven,1
1,Kevin,5300
1,Kevyn,1
1,Kiefer,1
1,Kieran,200
1,Kile,1
1,Killian,1
1,Kim,1
1,Kimball,1
1,King,200
1,Kinsey,1
1,Kip,300
1,Kipp,1
1,Kippy,1
1,Kirby,200
1,Kirk,200
1,Kit,1
1,Knox,1
1,Kody,1
1,Kolter,1
1,Konrad,1
1,Korey,1
1,Kory,1
1,Kosmo,1
1,Kraig,1
1,Kris,200
1,Kristian,1
1,Kristien,1
1,Kristofer,1
1,Kristoffer,1
1,Kristopher,1
1,Kurt,800
1,Kurtis,1
1,Ky,1
1,Kyle,2050
1,Kyler,1
1,Lacy,1
1,Laird,1
1,Lakota,1
1,Lance,800
1,Lander,1
1,Landers,1
1,Landon,250
1,Lane,200
1,Langford,1
1,Langley,1
1,Langston,1
1,Langworth,1
1,Lanny,200
1,Larrie,1
1,Larry,3500
1,Lars,1
1,Larson,1
1,Laughlin,1
1,Lauren,1
1,Laurence,1
1,Laurie,1
1,Lawford,1
1,Lawrence,1800
1,Lawson,1
1,Lawton,1
1,Layton,1
1,Lazlo,1
1,Lee,2200
1,Lefty,1
1,Leif,1
1,Leigh,1
1,Leighton,1
1,Leland,350
1,Len,350
1,Lendon,1
1,Lennell,1
1,Lennie,1
1,Lennon,1
1,Lennox,1
1,Lenny,1
1,Leo,500
1,Leon,500
1,Leonard,1650
1,Leonardo,1
1,Leroy,350
1,Les,300
1,Lesley,1
1,Leslie,250
1,Lester,250
1,Lev,1
1,Levi,1
1,Levin,1
1,Lew,1
1,Lewie,1
1,Lewis,600
1,Lex,1
1,Leyman,1
1,Liam,250
1,Lincoln,1
1,Lindell,1
1,Linden,1
1,Lindley,1
1,Lindon,1
1,Lindsay,200
1,Lindsey,1
1,Lindy,1
1,Linford,1
1,Linley,1
1,Linn,1
1,Linus,1
1,Linwood,1
1,Lionel,1
1,Lloyd,550
1,Loch,1
1,Lockwood,1
1,Logan,750
1,Lon,1
1,Lonnie,750
1,Lonny,1
1,Lonson,1
1,Loren,400
1,Lorenzo,1
1,Lorne,200
1,Lou,1600
1,Loughlin,1
1,Louie,200
1,Louis,250
1,Lowell,300
1,Loyd,1
1,Luc,1
1,Lucas,500
1,Lucian,1
1,Luciano,1
1,Lucien,1
1,Lucius,1
1,Lucky,1
1,Lukas,1
1,Luke,600
1,Luther,200
1,Lyle,350
1,Lyn,1
1,Lyndell,1
1,Lynden,1
1,Lyndon,200
1,Lynn,350
1,Lynwood,200
1,Mac,350
1,Mace,1
1,Mack,200
1,Mackenzie,1
1,Macy,1
1,Madison,1
1,Magnus,1
1,Maitland,1
1,Major,1
1,Mal,600
1,Malcolm,350
1,Manfred,1
1,Manny,100
1,Manuel,1
1,Marc,800
1,Marcel,1
1,Marco,1
1,Marcos,1
1,Marcus,450
1,Mario,1
1,Mark,9600
1,Markus,300
1,Marlin,1
1,Marlon,250
1,Marshall,300
1,Marten,1
1,Martin,1700
1,Marty,600
1,Martyn,1
1,Marv,200
1,Marvin,1900
1,Marvyn,1
1,Mason,200
1,Mather,1
1,Mathew,400
1,Matt,6700
1,Matthew,400
1,Maurice,450
1,Maury,1
1,Max,800
1,Maxwell,200
1,Maynard,1
1,Mel,200
1,Melvin,1500
1,Melvyn,1
1,Mercer,1
1,Meredith,1
1,Merle,1
1,Merlin,200
1,Merrill,200
1,Mervin,1
1,Mica,1
1,Micah,200
1,Michael,9500
1,Micheal,350
1,Michel,1
1,Mick,1
1,Mickey,1
1,Mikael,1
1,Mike,14900
1,Mikey,1
1,Miles,1
1,Millard,2000
1,Milo,200
1,Milt,1
1,Milton,300
1,Mitch,850
1,Mitchell,500
1,Mo,1
1,Moe,1
1,Montana,1
1,Monte,200
1,Montgomery,1
1,Monty,200
1,Morgan,350
1,Morris,200
1,Mort,1
1,Morten,1
1,Morton,200
1,Morty,1
1,Murphy,1
1,Murray,200
1,Myles,200
1,Myron,250
1,Napoleon,1
1,Nat,1
1,Nate,900
1,Nathan,1800
1,Nathanael,1
1,Nathanial,1
1,Nathaniel,250
1,Neal,350
1,Neale,1
1,Neall,1
1,Ned,200
1,Neel,1
1,Neil,750
1,Neill,1
1,Nelson,650
1,Nestor,1
1,Nevada,1
1,Newell,1
1,Newman,1
1,Newt,1
1,Newton,1
1,Niall,1
1,Nic,1
1,Nicholas,600
1,Nick,4550
1,Nickie,1
1,Nickolas,1
